nationality,sport,age,male,height,weight,won_any,won_gold,total_medals
CRO,athletics,26,0,178,57,0,0,0
GUA,gymnastics,20,0,156,46,0,0,0
ANG,aquatics,25,0,174,70,0,0,0
ROU,athletics,32,0,170,55,0,0,0
CRO,taekwondo,29,0,172,55,0,0,0
AUT,canoe,25,0,172,64,0,0,0
ESP,tennis,34,0,169,59,0,0,0
AUS,aquatics,23,0,168,55,1,0,1
SLO,judo,25,0,178,78,1,0,1
ROU,athletics,28,0,175,60,0,0,0
RSA,athletics,24,1,187,71,0,0,0
MAR,cycling,23,1,180,66,0,0,0
DJI,judo,21,1,175,66,0,0,0
RUS,triathlon,26,0,164,51,0,0,0
RUS,gymnastics,22,0,173,51,1,1,1
MKD,aquatics,23,0,174,57,0,0,0
ISR,aquatics,31,0,165,53,0,0,0
UKR,archery,21,0,172,53,0,0,0
RUS,tennis,25,0,177,75,0,0,0
RUS,volleyball,25,0,192,69,0,0,0
RUS,aquatics,21,0,174,69,1,0,1
RUS,taekwondo,25,0,173,67,0,0,0
RUS,aquatics,26,0,182,71,0,0,0
GEO,weightlifting,20,0,169,87,0,0,0
UKR,rowing,30,0,186,75,0,0,0
RUS,aquatics,21,0,170,56,0,0,0
UKR,weightlifting,20,0,176,101,0,0,0
RUS,gymnastics,25,0,170,50,1,1,1
UKR,aquatics,22,0,162,50,0,0,0
RUS,gymnastics,19,0,165,44,1,1,1
UKR,canoe,22,0,168,69,0,0,0
RUS,cycling,23,0,162,62,1,0,1
LAT,wrestling,26,0,169,65,0,0,0
GER,gymnastics,18,0,171,56,0,0,0
BLR,weightlifting,20,0,162,67,0,0,0
BLR,modern pentathlon,30,0,163,57,0,0,0
BLR,athletics,22,0,161,45,0,0,0
UKR,aquatics,20,0,177,60,0,0,0
UZB,gymnastics,19,0,170,49,0,0,0
UKR,modern pentathlon,22,0,178,68,0,0,0
KAZ,athletics,26,0,167,54,0,0,0
TJK,aquatics,14,0,165,50,0,0,0
BLR,basketball,29,0,192,82,0,0,0
UKR,gymnastics,17,0,169,49,0,0,0
KAZ,athletics,29,0,174,55,0,0,0
KAZ,athletics,28,0,176,60,0,0,0
UKR,fencing,27,1,186,75,0,0,0
ROU,athletics,28,0,167,49,0,0,0
MNE,handball,29,0,175,67,0,0,0
CRO,aquatics,30,1,186,87,1,0,1
ESP,canoe,28,1,186,80,0,0,0
DEN,equestrian,40,1,180,80,0,0,0
DEN,aquatics,25,1,186,74,0,0,0
USA,rowing,23,1,196,92,0,0,0
BRA,canoe,24,1,169,64,0,0,0
RSA,football,23,0,169,55,0,0,0
RSA,football,22,1,175,69,0,0,0
SRB,athletics,30,1,191,78,0,0,0
ARM,weightlifting,20,1,180,77,0,0,0
HUN,cycling,33,1,174,67,0,0,0
HUN,fencing,32,1,193,82,1,0,1
POR,football,26,1,171,68,0,0,0
GER,judo,26,1,191,125,0,0,0
POR,cycling,31,1,168,57,0,0,0
GER,shooting,21,1,174,80,0,0,0
ANG,rowing,27,1,180,76,0,0,0
BRA,hockey,26,1,173,74,0,0,0
BRA,aquatics,22,1,185,84,0,0,0
BRA,tennis,39,1,180,75,0,0,0
BRA,rugby sevens,28,1,170,80,0,0,0
BRA,handball,32,1,194,92,0,0,0
CAN,athletics,21,1,176,70,1,0,3
SRB,shooting,29,0,165,61,0,0,0
ITA,fencing,30,1,175,70,0,0,0
IRL,sailing,33,0,163,62,0,0,0
COL,wrestling,21,0,176,75,0,0,0
ITA,fencing,32,1,193,93,0,0,0
PER,aquatics,22,0,169,62,0,0,0
ITA,aquatics,21,1,179,79,0,0,0
ITA,aquatics,21,1,194,85,0,0,0
NED,athletics,31,0,164,46,0,0,0
ITA,aquatics,22,1,190,96,1,0,1
USA,athletics,25,0,163,58,0,0,0
NZL,triathlon,34,0,160,50,0,0,0
CZE,tennis,29,0,174,63,0,0,0
CRO,athletics,31,0,168,62,0,0,0
NZL,taekwondo,34,0,161,48,0,0,0
MNE,handball,25,0,175,73,0,0,0
NED,aquatics,23,0,175,67,0,0,0
AUT,athletics,36,0,174,53,0,0,0
ITA,rowing,25,1,187,70,0,0,0
ROU,athletics,17,0,165,51,0,0,0
ISR,aquatics,24,0,184,77,0,0,0
ECU,shooting,26,0,161,62,0,0,0
GER,tennis,28,0,180,70,0,0,0
SUI,triathlon,27,1,180,73,0,0,0
ITA,fencing,23,1,184,76,1,0,1
CAN,athletics,25,0,152,46,0,0,0
ITA,cycling,30,1,183,71,0,0,0
ITA,aquatics,25,1,182,82,0,0,0
CAN,canoe,23,0,158,59,0,0,0
GER,gymnastics,27,1,167,60,0,0,0
DEN,athletics,29,1,178,65,0,0,0
CYP,shooting,32,1,175,70,0,0,0
GER,rowing,29,1,196,94,1,0,1
SWE,football,23,1,196,88,0,0,0
GER,shooting,34,1,177,81,0,0,0
DEN,football,22,1,190,80,0,0,0
SWE,handball,26,1,197,114,0,0,0
CYP,sailing,33,1,181,74,0,0,0
DEN,triathlon,25,1,185,70,0,0,0
ITA,tennis,32,1,190,75,0,0,0
GER,gymnastics,25,1,172,65,0,0,0
GRE,aquatics,22,1,190,85,0,0,0
GER,handball,25,1,198,110,1,0,1
ROU,weightlifting,22,0,170,120,0,0,0
ROU,athletics,27,0,159,55,0,0,0
ROU,rowing,24,0,186,78,1,0,1
ROU,judo,28,0,157,52,0,0,0
ROU,tennis,24,0,175,60,0,0,0
BLR,athletics,23,1,189,74,0,0,0
ROU,athletics,25,1,191,120,0,0,0
EST,rowing,34,1,184,90,1,0,1
RUS,aquatics,22,1,180,73,0,0,0
ROU,gymnastics,23,1,170,63,0,0,0
VEN,aquatics,24,0,176,68,0,0,0
CRO,table tennis,30,1,185,85,0,0,0
SVK,tennis,26,1,180,72,0,0,0
LTU,canoe,28,1,185,87,0,0,0
PUR,athletics,21,1,177,64,0,0,0
ECU,athletics,32,1,170,66,0,0,0
CHI,sailing,24,1,171,66,0,0,0
ESP,weightlifting,23,1,174,76,0,0,0
COL,weightlifting,18,1,174,76,0,0,0
ESP,hockey,29,1,180,75,0,0,0
ARG,basketball,36,1,200,102,0,0,0
COL,archery,25,1,174,75,0,0,0
COL,football,23,1,181,81,0,0,0
COL,football,23,1,175,68,0,0,0
ECU,wrestling,26,1,166,59,0,0,0
COL,athletics,28,1,164,64,0,0,0
URU,athletics,30,1,178,78,0,0,0
BRA,football,21,0,160,60,0,0,0
BRA,football,23,0,168,56,0,0,0
BRA,athletics,25,0,178,97,0,0,0
KEN,rugby sevens,32,1,190,104,0,0,0
AUS,basketball,31,1,206,122,0,0,0
GBR,athletics,24,1,175,64,0,0,0
USA,rowing,24,1,178,70,0,0,0
AUS,hockey,29,1,182,87,0,0,0
MLT,aquatics,23,1,177,72,0,0,0
USA,rugby sevens,28,1,188,107,0,0,0
USA,athletics,25,1,199,113,0,0,0
ZIM,rowing,27,1,191,87,0,0,0
TTO,sailing,26,1,177,79,0,0,0
GBR,athletics,24,1,190,84,0,0,0
JAM,athletics,27,1,185,82,0,0,0
GBR,rowing,37,1,192,97,1,1,1
USA,wrestling,29,1,178,81,0,0,0
TAN,judo,20,1,158,73,0,0,0
GBR,athletics,30,1,182,71,0,0,0
GBR,aquatics,25,1,189,88,0,0,0
CAN,triathlon,27,1,190,75,0,0,0
CRC,cycling,29,1,183,73,0,0,0
RUS,volleyball,33,1,202,105,0,0,0
CRC,cycling,23,1,168,56,0,0,0
RUS,aquatics,28,1,199,99,0,0,0
RUS,canoe,23,1,179,90,0,0,0
RUS,tennis,25,1,185,72,0,0,0
BLR,gymnastics,30,1,172,66,0,0,0
RUS,equestrian,46,1,174,80,0,0,0
UZB,athletics,29,1,169,62,0,0,0
KAZ,canoe,21,1,188,100,0,0,0
RUS,gymnastics,20,1,175,70,0,0,0
CYP,shooting,32,0,162,50,0,0,0
UKR,aquatics,24,1,190,89,0,0,0
UKR,gymnastics,25,1,175,62,0,0,0
SRB,aquatics,29,1,187,93,1,1,1
SRB,rowing,20,1,196,92,0,0,0
LTU,athletics,25,1,200,130,0,0,0
LTU,aquatics,19,1,187,77,0,0,0
UKR,modern pentathlon,25,1,178,72,0,0,0
UKR,cycling,32,1,180,69,0,0,0
UKR,wrestling,26,1,175,65,0,0,0
UKR,athletics,28,1,194,80,0,0,0
UKR,fencing,28,1,195,85,0,0,0
CRO,aquatics,30,1,200,115,1,0,1
GBR,tennis,29,1,188,85,1,1,1
NGR,basketball,28,1,204,107,0,0,0
CUB,table tennis,26,1,166,73,0,0,0
BRA,archery,22,0,153,53,0,0,0
ESP,cycling,25,0,160,48,0,0,0
RSA,athletics,21,0,167,55,0,0,0
DEN,sailing,25,0,172,68,0,0,0
CZE,athletics,21,0,183,58,0,0,0
UKR,fencing,26,0,178,70,0,0,0
ARG,football,21,1,174,80,0,0,0
CUB,rowing,28,1,198,108,0,0,0
BUL,canoe,18,1,188,88,0,0,0
ESP,rugby sevens,24,1,172,83,0,0,0
USA,basketball,29,0,185,70,1,1,1
VEN,cycling,27,1,174,79,0,0,0
BOL,athletics,23,0,160,54,0,0,0
COL,football,22,0,163,62,0,0,0
GBR,canoe,30,0,174,72,0,0,0
NED,handball,23,0,173,66,0,0,0
NZL,athletics,24,0,168,58,0,0,0
ECU,athletics,20,0,163,56,0,0,0
CAN,athletics,36,0,170,62,0,0,0
ESP,rugby sevens,31,0,173,68,0,0,0
SWE,athletics,23,0,163,52,0,0,0
USA,judo,25,0,161,52,0,0,0
SUI,athletics,18,0,169,65,0,0,0
SWE,weightlifting,27,0,158,58,0,0,0
SWE,handball,30,0,172,70,0,0,0
POL,athletics,28,0,170,56,0,0,0
BUR,aquatics,22,0,172,63,0,0,0
UKR,gymnastics,25,0,158,49,0,0,0
RUS,gymnastics,16,0,151,44,1,0,1
GER,tennis,28,0,173,68,1,0,1
GRE,aquatics,24,1,179,75,0,0,0
COL,athletics,27,0,158,46,0,0,0
VEN,cycling,35,0,160,57,0,0,0
GBR,rowing,24,1,195,94,0,0,0
CAN,athletics,23,0,175,64,0,0,0
NED,judo,29,0,169,63,1,0,1
GER,sailing,25,0,172,70,0,0,0
IND,golf,29,1,172,80,0,0,0
FIJ,football,22,1,175,67,0,0,0
BEL,cycling,24,0,160,52,0,0,0
ALG,fencing,24,0,168,62,0,0,0
USA,aquatics,19,0,171,51,0,0,0
ISL,athletics,20,0,172,49,0,0,0
HUN,athletics,27,0,172,95,1,0,1
NZL,hockey,28,0,163,56,0,0,0
POL,athletics,30,0,178,95,1,1,1
RUS,wrestling,29,1,173,74,1,0,1
HAI,taekwondo,17,0,173,67,0,0,0
SRB,aquatics,16,0,164,49,0,0,0
SLO,aquatics,28,0,170,62,0,0,0
GER,football,31,0,168,58,1,1,1
GER,athletics,30,0,160,48,0,0,0
ROT,athletics,23,0,163,50,0,0,0
JPN,athletics,20,0,165,50,0,0,0
MGL,weightlifting,18,0,163,69,0,0,0
IND,athletics,24,1,177,75,0,0,0
BEL,cycling,29,0,172,60,0,0,0
ESP,rowing,23,0,165,60,0,0,0
ESP,basketball,29,0,176,60,1,0,1
ITA,volleyball,20,0,195,75,0,0,0
POL,aquatics,26,0,170,58,0,0,0
DEN,athletics,19,0,166,52,0,0,0
ESP,aquatics,23,0,180,66,0,0,0
AUS,hockey,24,0,180,66,0,0,0
NZL,football,25,0,167,57,0,0,0
HUN,aquatics,22,0,168,55,0,0,0
RUS,aquatics,28,0,185,87,1,0,1
GER,athletics,26,0,165,48,0,0,0
HUN,aquatics,22,0,180,73,0,0,0
ITA,athletics,36,0,168,44,0,0,0
POL,athletics,26,0,177,59,0,0,0
SWE,wrestling,29,0,169,73,1,0,1
RUS,aquatics,22,0,173,61,1,0,1
SVK,tennis,21,0,176,63,0,0,0
DEN,equestrian,26,0,173,66,0,0,0
POL,athletics,26,0,170,59,0,0,0
GER,cycling,21,0,170,60,0,0,0
GRE,shooting,20,0,175,65,1,1,2
UKR,athletics,27,0,168,57,0,0,0
UKR,athletics,24,0,176,60,0,0,0
POL,modern pentathlon,23,0,170,52,0,0,0
RUS,volleyball,26,0,175,59,0,0,0
SWE,rowing,31,0,178,74,0,0,0
ITA,triathlon,27,0,161,50,0,0,0
EST,sailing,20,0,172,64,0,0,0
HUN,fencing,21,0,180,70,0,0,0
AUS,cycling,32,0,165,70,1,0,1
SWE,golf,29,0,183,75,0,0,0
GRE,aquatics,20,0,177,66,0,0,0
POL,cycling,24,0,176,60,0,0,0
FRA,aquatics,23,0,177,61,0,0,0
RUS,handball,32,0,184,74,1,1,1
RUS,handball,25,0,186,81,1,1,1
HUN,aquatics,20,0,177,63,0,0,0
RUS,aquatics,29,0,178,86,1,0,1
UKR,athletics,27,0,173,63,0,0,0
RUS,aquatics,27,0,177,70,1,0,1
UKR,aquatics,24,0,168,53,0,0,0
RUS,handball,21,0,168,63,1,1,1
POL,rowing,25,0,184,80,0,0,0
NED,cycling,26,0,167,56,1,1,2
GER,tennis,31,0,180,73,0,0,0
AUT,aquatics,18,0,170,48,0,0,0
CMR,wrestling,31,0,176,75,0,0,0
NZL,football,25,0,156,54,0,0,0
IRL,sailing,26,0,184,72,1,0,1
DEN,rowing,23,0,183,86,1,0,1
NED,volleyball,24,0,190,73,0,0,0
GER,triathlon,33,0,164,51,0,0,0
DEN,athletics,28,0,168,54,0,0,0
DEN,rowing,33,0,175,60,0,0,0
GER,hockey,21,0,170,58,1,0,1
NED,cycling,25,0,166,57,0,0,0
BEL,athletics,26,0,176,68,0,0,0
FIN,athletics,37,0,168,50,0,0,0
DEN,sailing,25,0,170,68,1,0,1
JAM,athletics,30,0,170,66,1,0,1
GER,rowing,31,0,173,68,1,1,1
AUS,athletics,24,0,171,58,0,0,0
NED,sailing,25,0,177,67,0,0,0
NED,sailing,25,0,160,54,0,0,0
NED,cycling,33,0,168,59,0,0,0
NED,sailing,23,0,180,74,0,0,0
AUS,cycling,24,0,171,65,0,0,0
FIN,weightlifting,28,0,162,62,0,0,0
USA,sailing,26,0,168,58,0,0,0
GER,tennis,22,0,167,59,0,0,0
GER,sailing,25,0,167,58,0,0,0
GER,aquatics,23,0,183,69,0,0,0
DEN,cycling,32,0,174,63,0,0,0
GER,athletics,25,0,166,58,0,0,0
GER,modern pentathlon,26,0,175,63,0,0,0
GER,hockey,20,0,173,61,1,0,1
GER,football,31,0,173,61,1,1,1
JAM,athletics,28,1,188,86,0,0,0
JPN,rugby sevens,26,0,172,70,0,0,0
SUI,volleyball,24,0,185,70,0,0,0
NED,athletics,23,0,177,62,0,0,0
CHN,fencing,24,0,182,76,1,0,1
LTU,basketball,31,1,208,114,0,0,0
BAH,athletics,22,0,168,57,0,0,0
MAD,aquatics,21,1,182,79,0,0,0
AUS,cycling,25,1,175,87,0,0,0
USA,aquatics,35,1,191,80,1,1,2
USA,rowing,30,1,181,71,0,0,0
GAB,taekwondo,27,1,190,97,0,0,0
VEN,basketball,22,1,204,93,0,0,0
CAN,athletics,24,1,180,80,0,0,0
FRA,shooting,31,1,170,69,0,0,0
COL,athletics,18,1,184,72,0,0,0
GRE,athletics,32,0,161,50,0,0,0
CAN,rowing,25,0,179,76,0,0,0
BUL,shooting,30,0,168,70,0,0,0
SKN,athletics,27,1,180,79,0,0,0
CAN,judo,21,1,180,66,0,0,0
FRA,basketball,27,1,193,86,0,0,0
CAN,cycling,24,1,189,73,0,0,0
BDI,athletics,24,1,169,60,0,0,0
BEL,athletics,28,1,185,78,0,0,0
CAN,judo,26,1,190,81,0,0,0
BDI,judo,22,0,170,51,0,0,0
FRA,athletics,31,0,174,69,0,0,0
RUS,shooting,29,1,176,85,0,0,0
RUS,fencing,29,1,174,85,0,0,0
GER,rowing,26,1,202,104,0,0,0
RUS,aquatics,19,1,188,71,1,0,1
SWE,sailing,31,1,182,71,0,0,0
UZB,gymnastics,33,1,168,57,0,0,0
DEN,aquatics,21,1,186,74,0,0,0
SLO,athletics,39,1,183,66,0,0,0
SVK,athletics,32,1,180,64,0,0,0
ISL,aquatics,22,1,183,84,0,0,0
BLR,archery,32,1,186,96,0,0,0
BUL,shooting,28,1,170,75,0,0,0
RUS,cycling,31,1,170,62,0,0,0
SRI,weightlifting,31,1,165,62,0,0,0
RUS,rowing,30,1,195,94,0,0,0
ARG,handball,28,0,180,84,0,0,0
ITA,athletics,24,0,165,45,0,0,0
ITA,volleyball,35,0,180,75,0,0,0
CAN,hockey,28,1,188,85,0,0,0
ANG,judo,34,0,172,70,0,0,0
FRA,volleyball,29,1,200,102,0,0,0
ITA,shooting,28,1,187,96,0,0,0
ESP,athletics,26,1,170,65,0,0,0
RSA,athletics,26,1,183,76,0,0,0
ESP,aquatics,22,1,170,68,0,0,0
ESP,archery,25,1,184,76,0,0,0
VEN,fencing,29,1,165,60,0,0,0
MNE,aquatics,33,1,193,98,0,0,0
CRO,aquatics,30,1,190,90,1,0,1
CYP,weightlifting,24,1,178,85,0,0,0
HON,football,23,1,182,81,0,0,0
CYP,cycling,24,0,166,53,0,0,0
FIN,athletics,32,1,189,86,0,0,0
NGR,athletics,33,1,188,80,0,0,0
SRI,athletics,38,1,174,58,0,0,0
IND,hockey,27,0,162,54,0,0,0
GBR,athletics,31,0,178,76,1,0,1
SLO,aquatics,21,1,187,79,0,0,0
RUS,wrestling,30,1,180,97,0,0,0
FIJ,rugby sevens,27,1,192,98,1,1,1
FIJ,weightlifting,25,0,137,69,0,0,0
GRE,aquatics,19,1,198,88,0,0,0
CYP,athletics,31,1,186,110,0,0,0
USA,volleyball,34,0,186,74,1,0,1
IND,shooting,23,0,157,54,0,0,0
ARM,weightlifting,26,1,170,84,0,0,0
AUS,hockey,25,1,186,80,0,0,0
ESP,tennis,33,0,176,61,0,0,0
CHI,sailing,26,0,165,61,0,0,0
TUR,athletics,22,1,181,60,0,0,0
CMR,weightlifting,28,0,158,68,0,0,0
EST,wrestling,28,1,181,102,0,0,0
MAW,archery,21,1,164,58,0,0,0
FIN,athletics,29,1,185,100,0,0,0
FIN,aquatics,27,1,208,92,0,0,0
USA,aquatics,17,0,183,78,1,1,1
CUB,athletics,21,0,170,75,0,0,0
LAT,athletics,35,0,167,52,0,0,0
PER,gymnastics,17,0,157,49,0,0,0
USA,athletics,19,0,176,61,0,0,0
ITA,aquatics,18,0,167,55,0,0,0
ITA,fencing,28,0,180,68,0,0,0
ITA,aquatics,26,0,169,64,1,0,1
SMR,shooting,38,0,161,65,0,0,0
ITA,equestrian,29,0,158,47,0,0,0
BAH,aquatics,26,0,168,61,0,0,0
RUS,aquatics,17,0,168,59,0,0,0
BLR,gymnastics,17,0,173,50,0,0,0
JPN,volleyball,27,0,164,52,0,0,0
THA,golf,20,0,174,73,0,0,0
LAO,cycling,25,1,182,58,0,0,0
POL,weightlifting,26,1,180,105,0,0,0
CUB,cycling,23,0,162,57,0,0,0
POL,judo,22,0,160,57,0,0,0
COL,football,23,1,176,67,0,0,0
KAZ,weightlifting,24,1,150,56,0,0,0
USA,athletics,22,1,183,74,1,1,1
BLR,taekwondo,22,1,202,105,0,0,0
LTU,rowing,18,1,193,86,0,0,0
FRA,canoe,34,1,180,74,0,0,0
LAT,athletics,28,1,175,63,0,0,0
IND,athletics,25,1,177,64,0,0,0
AUS,basketball,29,1,206,115,0,0,0
HUN,sailing,38,1,184,73,0,0,0
HUN,fencing,26,1,180,78,1,1,1
KGZ,wrestling,26,1,165,59,0,0,0
ARM,wrestling,29,1,166,76,0,0,0
MRI,aquatics,24,0,171,61,0,0,0
UKR,judo,31,1,187,100,0,0,0
RUS,volleyball,34,1,188,80,0,0,0
RUS,rowing,30,1,193,96,0,0,0
UKR,rowing,36,1,195,100,0,0,0
UKR,badminton,23,1,183,77,0,0,0
RUS,volleyball,26,1,208,96,0,0,0
ESP,gymnastics,22,0,169,55,1,0,1
GER,athletics,30,1,184,85,0,0,0
BRA,rugby sevens,22,1,183,83,0,0,0
IRL,modern pentathlon,24,1,182,76,0,0,0
BRA,gymnastics,22,1,169,65,1,0,1
BRA,gymnastics,26,1,156,64,1,0,1
BEL,hockey,21,1,178,74,1,0,1
BLR,athletics,25,1,187,78,0,0,0
RUS,fencing,28,1,187,79,1,1,1
ARM,wrestling,24,1,190,98,1,1,1
POL,athletics,31,1,174,67,0,0,0
ARM,gymnastics,23,1,160,55,0,0,0
POL,athletics,31,1,169,54,0,0,0
LTU,athletics,24,1,187,73,0,0,0
POL,rowing,26,1,180,73,0,0,0
PER,athletics,26,1,190,76,0,0,0
MEX,football,21,1,173,70,0,0,0
VEN,athletics,24,1,170,65,0,0,0
PAR,rowing,26,1,183,80,0,0,0
LAT,judo,24,1,185,110,0,0,0
LAT,weightlifting,24,1,180,104,0,0,0
BEL,canoe,19,1,193,95,0,0,0
KAZ,cycling,24,1,177,70,0,0,0
NZL,hockey,27,1,180,73,0,0,0
IRI,cycling,26,1,185,73,0,0,0
IRI,aquatics,16,1,178,68,0,0,0
BLR,wrestling,30,1,158,60,0,0,0
JAM,athletics,33,1,191,93,1,1,1
JPN,basketball,28,0,189,85,0,0,0
JPN,basketball,28,0,165,62,0,0,0
MAD,judo,28,0,155,48,0,0,0
KEN,athletics,27,1,190,63,0,0,0
ISL,athletics,30,0,178,70,0,0,0
FIJ,rugby sevens,20,0,160,58,0,0,0
RSA,sailing,24,1,176,65,0,0,0
DEN,football,20,1,192,89,0,0,0
AUS,aquatics,23,0,188,82,0,0,0
GBR,athletics,25,0,164,67,1,0,1
AUS,cycling,25,0,174,67,0,0,0
AUS,triathlon,25,0,171,52,0,0,0
USA,aquatics,21,0,186,81,1,1,1
RSA,cycling,30,0,163,52,0,0,0
GBR,athletics,25,0,175,69,0,0,0
GBR,hockey,28,1,170,73,0,0,0
IVB,athletics,25,0,173,75,0,0,0
CAN,football,21,0,164,60,1,0,1
GBR,judo,27,1,168,60,0,0,0
USA,canoe,27,0,163,54,0,0,0
USA,athletics,23,0,178,58,1,0,1
CAN,rugby sevens,29,0,158,64,1,0,1
AUS,sailing,23,0,172,70,0,0,0
USA,football,30,0,173,64,0,0,0
EGY,volleyball,41,1,186,86,0,0,0
QAT,athletics,21,1,185,105,0,0,0
CAN,aquatics,23,1,191,74,0,0,0
USA,athletics,28,1,186,81,1,1,1
CHN,golf,31,1,181,81,0,0,0
IND,athletics,28,0,175,58,0,0,0
IND,badminton,26,0,165,59,0,0,0
JPN,athletics,23,1,179,74,1,0,1
ETH,athletics,22,0,165,52,0,0,0
KAZ,wrestling,27,1,185,39,0,0,0
CUB,judo,26,1,179,90,0,0,0
SRB,athletics,31,1,187,140,0,0,0
HAI,wrestling,38,1,182,74,0,0,0
TUR,weightlifting,22,0,168,70,0,0,0
MAR,judo,33,0,168,70,0,0,0
FRA,equestrian,27,1,180,70,1,1,2
ESP,basketball,21,0,195,68,1,0,1
SEN,basketball,35,0,185,75,0,0,0
FRA,fencing,33,0,174,59,0,0,0
SWE,football,26,1,188,80,0,0,0
JPN,gymnastics,20,0,145,37,0,0,0
KSA,shooting,28,1,174,74,0,0,0
IND,archery,24,1,175,79,0,0,0
TUN,athletics,28,1,176,57,0,0,0
TUR,sailing,30,1,172,72,0,0,0
BRA,fencing,31,1,190,85,0,0,0
JPN,aquatics,22,1,169,62,0,0,0
JPN,aquatics,22,1,181,82,0,0,0
THA,shooting,26,1,175,78,0,0,0
HUN,aquatics,28,1,197,94,0,0,0
HUN,canoe,29,1,186,89,0,0,0
RSA,football,21,1,172,64,0,0,0
JAM,athletics,28,1,180,75,0,0,0
FRA,sailing,23,0,173,67,0,0,0
FRA,rugby sevens,29,0,164,65,0,0,0
FRA,cycling,26,0,170,60,0,0,0
CAN,aquatics,32,0,163,54,0,0,0
FRA,triathlon,21,0,153,45,0,0,0
FRA,judo,26,0,177,78,1,0,1
SIN,sailing,21,0,156,50,0,0,0
SUI,rowing,23,1,194,98,0,0,0
KEN,rugby sevens,24,1,183,86,0,0,0
NZL,rugby sevens,26,1,180,89,0,0,0
BRA,athletics,26,1,180,70,0,0,0
BRA,basketball,24,1,206,118,0,0,0
GBS,wrestling,32,1,167,74,0,0,0
BRA,hockey,28,1,182,79,0,0,0
PUR,volleyball,34,0,180,63,0,0,0
ROU,handball,37,0,180,75,0,0,0
MRI,athletics,22,0,169,47,0,0,0
FRA,aquatics,26,0,169,57,0,0,0
FRA,fencing,22,0,180,63,0,0,0
LTU,rowing,22,1,204,100,0,0,0
LTU,weightlifting,25,1,172,92,1,0,1
LTU,canoe,30,1,178,89,1,0,1
CMR,athletics,26,0,173,95,0,0,0
USA,rowing,24,1,204,99,0,0,0
FRA,judo,27,0,171,57,0,0,0
GEO,judo,25,1,182,80,0,0,0
IND,judo,24,1,180,90,0,0,0
SEN,aquatics,16,0,169,53,0,0,0
FRA,gymnastics,25,1,172,71,0,0,0
SWE,athletics,29,1,197,135,0,0,0
ARG,rugby sevens,22,1,183,84,0,0,0
ARG,football,20,1,181,82,0,0,0
BEL,athletics,25,0,171,62,0,0,0
SEN,basketball,33,0,183,75,0,0,0
JPN,hockey,27,0,165,58,0,0,0
JPN,rugby sevens,26,0,168,65,0,0,0
JPN,badminton,26,0,165,60,1,1,1
JPN,rowing,25,0,169,57,0,0,0
JPN,badminton,26,0,172,59,0,0,0
DJI,athletics,23,1,190,70,0,0,0
UAE,weightlifting,24,0,160,57,0,0,0
EGY,fencing,25,1,181,72,0,0,0
TUN,handball,33,1,196,100,0,0,0
TUN,handball,26,1,183,77,0,0,0
ITA,athletics,19,0,170,55,0,0,0
IND,shooting,23,0,174,74,0,0,0
ALG,football,23,1,175,68,0,0,0
TUR,basketball,23,0,175,69,0,0,0
JPN,athletics,24,0,154,39,0,0,0
IND,athletics,19,1,177,64,0,0,0
SYR,aquatics,28,1,195,85,0,0,0
ESP,golf,28,0,167,56,0,0,0
ANG,handball,26,0,180,69,0,0,0
MAR,athletics,32,1,168,72,0,0,0
MAS,cycling,28,1,166,69,1,0,1
EGY,shooting,25,1,172,77,0,0,0
ESP,athletics,33,0,163,55,0,0,0
TUN,fencing,25,0,175,62,0,0,0
NOR,archery,37,1,183,80,0,0,0
GER,football,28,0,171,64,1,1,1
GEO,athletics,23,1,171,67,0,0,0
CHA,athletics,19,1,186,59,0,0,0
EGY,volleyball,30,1,195,91,0,0,0
SYR,aquatics,22,0,182,76,0,0,0
ALG,football,24,1,189,75,0,0,0
TUR,basketball,27,0,190,76,0,0,0
KAZ,cycling,24,1,177,70,0,0,0
ESP,aquatics,33,1,196,106,0,0,0
HUN,athletics,27,1,192,85,0,0,0
HUN,aquatics,26,1,196,94,0,0,0
HUN,aquatics,29,1,202,110,0,0,0
HUN,wrestling,33,1,178,105,0,0,0
HUN,canoe,19,1,181,72,0,0,0
SEN,taekwondo,35,1,188,68,0,0,0
RSA,football,26,0,162,59,0,0,0
CHN,cycling,22,0,170,64,0,0,0
OMA,athletics,28,1,173,67,0,0,0
BRA,football,28,0,171,75,0,0,0
BRA,handball,29,0,182,73,0,0,0
HUN,aquatics,29,0,172,82,0,0,0
ESP,sailing,23,0,160,50,0,0,0
GER,shooting,33,0,162,72,1,1,1
HUN,athletics,23,0,167,52,0,0,0
CRO,judo,21,0,171,70,0,0,0
USA,athletics,27,0,176,66,0,0,0
ESP,rugby sevens,33,0,162,61,0,0,0
CHI,triathlon,29,0,157,46,0,0,0
BRA,volleyball,29,0,177,66,1,0,1
HUN,athletics,26,0,173,58,0,0,0
SVK,table tennis,24,0,169,73,0,0,0
CZE,volleyball,25,0,180,79,0,0,0
CZE,modern pentathlon,26,0,165,54,0,0,0
SVK,gymnastics,19,0,168,62,0,0,0
CZE,aquatics,16,0,175,56,0,0,0
CZE,athletics,35,0,182,80,1,0,1
CZE,tennis,30,0,165,62,1,0,1
CZE,aquatics,23,0,177,68,0,0,0
HUN,judo,29,1,191,130,0,0,0
SUI,rowing,22,1,193,100,0,0,0
